boundaries,geometry
140,"POLYGON ((-90.31201518237059 38.57903718893429, -90.31201518237059 38.58024252613701, -90.31080346505918 38.58024252613701, -90.31080346505918 38.57903718893429, -90.31201518237059 38.57903718893429))"
141,"POLYGON ((-90.31201518237059 38.58024252613701, -90.31201518237059 38.58144786333971, -90.31080346505918 38.58144786333971, -90.31080346505918 38.58024252613701, -90.31201518237059 38.58024252613701))"
142,"POLYGON ((-90.31201518237059 38.58144786333971, -90.31201518237059 38.58265320054242, -90.31080346505918 38.58265320054242, -90.31080346505918 38.58144786333971, -90.31201518237059 38.58144786333971))"
143,"POLYGON ((-90.31201518237059 38.58265320054242, -90.31201518237059 38.58385853774512, -90.31080346505918 38.58385853774512, -90.31080346505918 38.58265320054242, -90.31201518237059 38.58265320054242))"
144,"POLYGON ((-90.31201518237059 38.58385853774512, -90.31201518237059 38.58506387494783, -90.31080346505918 38.58506387494783, -90.31080346505918 38.58385853774512, -90.31201518237059 38.58385853774512))"
145,"POLYGON ((-90.31201518237059 38.58506387494783, -90.31201518237059 38.58626921215053, -90.31080346505918 38.58626921215053, -90.31080346505918 38.58506387494783, -90.31201518237059 38.58506387494783))"
146,"POLYGON ((-90.31201518237059 38.58626921215053, -90.31201518237059 38.58747454935324, -90.31080346505918 38.58747454935324, -90.31080346505918 38.58626921215053, -90.31201518237059 38.58626921215053))"
147,"POLYGON ((-90.31201518237059 38.58747454935324, -90.31201518237059 38.58867988655594, -90.31080346505918 38.58867988655594, -90.31080346505918 38.58747454935324, -90.31201518237059 38.58747454935324))"
148,"POLYGON ((-90.31201518237059 38.58867988655594, -90.31201518237059 38.58988522375865, -90.31080346505918 38.58988522375865, -90.31080346505918 38.58867988655594, -90.31201518237059 38.58867988655594))"
149,"POLYGON ((-90.31201518237059 38.58988522375865, -90.31201518237059 38.59109056096136, -90.31080346505918 38.59109056096136, -90.31080346505918 38.58988522375865, -90.31201518237059 38.58988522375865))"
150,"POLYGON ((-90.31201518237059 38.59109056096136, -90.31201518237059 38.59229589816406, -90.31080346505918 38.59229589816406, -90.31080346505918 38.59109056096136, -90.31201518237059 38.59109056096136))"
151,"POLYGON ((-90.31201518237059 38.59229589816406, -90.31201518237059 38.59350123536677, -90.31080346505918 38.59350123536677, -90.31080346505918 38.59229589816406, -90.31201518237059 38.59229589816406))"
152,"POLYGON ((-90.31201518237059 38.59350123536677, -90.31201518237059 38.59470657256947, -90.31080346505918 38.59470657256947, -90.31080346505918 38.59350123536677, -90.31201518237059 38.59350123536677))"
153,"POLYGON ((-90.31201518237059 38.59470657256947, -90.31201518237059 38.59591190977218, -90.31080346505918 38.59591190977218, -90.31080346505918 38.59470657256947, -90.31201518237059 38.59470657256947))"
154,"POLYGON ((-90.31201518237059 38.59591190977218, -90.31201518237059 38.59711724697488, -90.31080346505918 38.59711724697488, -90.31080346505918 38.59591190977218, -90.31201518237059 38.59591190977218))"
155,"POLYGON ((-90.31201518237059 38.59711724697488, -90.31201518237059 38.59832258417759, -90.31080346505918 38.59832258417759, -90.31080346505918 38.59711724697488, -90.31201518237059 38.59711724697488))"
156,"POLYGON ((-90.31201518237059 38.59832258417759, -90.31201518237059 38.5995279213803, -90.31080346505918 38.5995279213803, -90.31080346505918 38.59832258417759, -90.31201518237059 38.59832258417759))"
157,"POLYGON ((-90.31201518237059 38.5995279213803, -90.31201518237059 38.60073325858301, -90.31080346505918 38.60073325858301, -90.31080346505918 38.5995279213803, -90.31201518237059 38.5995279213803))"
158,"POLYGON ((-90.31201518237059 38.60073325858301, -90.31201518237059 38.60193859578571, -90.31080346505918 38.60193859578571, -90.31080346505918 38.60073325858301, -90.31201518237059 38.60073325858301))"
159,"POLYGON ((-90.31201518237059 38.60193859578571, -90.31201518237059 38.60314393298842, -90.31080346505918 38.60314393298842, -90.31080346505918 38.60193859578571, -90.31201518237059 38.60193859578571))"
160,"POLYGON ((-90.31201518237059 38.60314393298842, -90.31201518237059 38.60434927019112, -90.31080346505918 38.60434927019112, -90.31080346505918 38.60314393298842, -90.31201518237059 38.60314393298842))"
161,"POLYGON ((-90.31201518237059 38.60434927019112, -90.31201518237059 38.60555460739383, -90.31080346505918 38.60555460739383, -90.31080346505918 38.60434927019112, -90.31201518237059 38.60434927019112))"
162,"POLYGON ((-90.31201518237059 38.60555460739383, -90.31201518237059 38.60675994459653, -90.31080346505918 38.60675994459653, -90.31080346505918 38.60555460739383, -90.31201518237059 38.60555460739383))"
163,"POLYGON ((-90.31201518237059 38.60675994459653, -90.31201518237059 38.60796528179924, -90.31080346505918 38.60796528179924, -90.31080346505918 38.60675994459653, -90.31201518237059 38.60675994459653))"
164,"POLYGON ((-90.31201518237059 38.60796528179924, -90.31201518237059 38.60917061900194, -90.31080346505918 38.60917061900194, -90.31080346505918 38.60796528179924, -90.31201518237059 38.60796528179924))"
165,"POLYGON ((-90.31201518237059 38.60917061900194, -90.31201518237059 38.61037595620465, -90.31080346505918 38.61037595620465, -90.31080346505918 38.60917061900194, -90.31201518237059 38.60917061900194))"
166,"POLYGON ((-90.31201518237059 38.61037595620465, -90.31201518237059 38.61158129340735, -90.31080346505918 38.61158129340735, -90.31080346505918 38.61037595620465, -90.31201518237059 38.61037595620465))"
167,"POLYGON ((-90.31201518237059 38.61158129340735, -90.31201518237059 38.61278663061006, -90.31080346505918 38.61278663061006, -90.31080346505918 38.61158129340735, -90.31201518237059 38.61158129340735))"
168,"POLYGON ((-90.31201518237059 38.61278663061006, -90.31201518237059 38.61399196781277, -90.31080346505918 38.61399196781277, -90.31080346505918 38.61278663061006, -90.31201518237059 38.61278663061006))"
169,"POLYGON ((-90.31199965949332 38.61519730501547, -90.31080346505918 38.61519730501547, -90.31080346505918 38.61399196781277, -90.31201518237059 38.61399196781277, -90.31201518237059 38.61516219114182, -90.31199965949332 38.61519730501547))"
170,"POLYGON ((-90.31146681308499 38.61640264221818, -90.31080346505918 38.61640264221818, -90.31080346505918 38.61519730501547, -90.31199965949332 38.61519730501547, -90.31146681308499 38.61640264221818))"
171,"POLYGON ((-90.31093396667666 38.61760797942089, -90.31080346505918 38.61760797942089, -90.31080346505918 38.61640264221818, -90.31146681308499 38.61640264221818, -90.31093396667666 38.61760797942089))"
172,"POLYGON ((-90.31080346505918 38.61790318353993, -90.31080346505918 38.61760797942089, -90.31093396667666 38.61760797942089, -90.31080346505918 38.61790318353993))"
173,"POLYGON ((-90.31018134917871 38.57542117732618, -90.30959174774776 38.57542117732618, -90.30959174774776 38.57485580580107, -90.31018134917871 38.57542117732618))"
174,"POLYGON ((-90.31080346505918 38.57602318269829, -90.31080346505918 38.57662651452888, -90.30959174774776 38.57662651452888, -90.30959174774776 38.57542117732618, -90.31018134917871 38.57542117732618, -90.31068327168813 38.57590247313001, -90.31080346505918 38.57602318269829))"
175,"POLYGON ((-90.31080346505918 38.57662651452888, -90.31080346505918 38.57783185173159, -90.30959174774776 38.57783185173159, -90.30959174774776 38.57662651452888, -90.31080346505918 38.57662651452888))"
176,"POLYGON ((-90.31080346505918 38.57783185173159, -90.31080346505918 38.57903718893429, -90.30959174774776 38.57903718893429, -90.30959174774776 38.57783185173159, -90.31080346505918 38.57783185173159))"
177,"POLYGON ((-90.31080346505918 38.57903718893429, -90.31080346505918 38.58024252613701, -90.30959174774776 38.58024252613701, -90.30959174774776 38.57903718893429, -90.31080346505918 38.57903718893429))"
178,"POLYGON ((-90.31080346505918 38.58024252613701, -90.31080346505918 38.58144786333971, -90.30959174774776 38.58144786333971, -90.30959174774776 38.58024252613701, -90.31080346505918 38.58024252613701))"
179,"POLYGON ((-90.31080346505918 38.58144786333971, -90.31080346505918 38.58265320054242, -90.30959174774776 38.58265320054242, -90.30959174774776 38.58144786333971, -90.31080346505918 38.58144786333971))"
180,"POLYGON ((-90.31080346505918 38.58265320054242, -90.31080346505918 38.58385853774512, -90.30959174774776 38.58385853774512, -90.30959174774776 38.58265320054242, -90.31080346505918 38.58265320054242))"
181,"POLYGON ((-90.31080346505918 38.58385853774512, -90.31080346505918 38.58506387494783, -90.30959174774776 38.58506387494783, -90.30959174774776 38.58385853774512, -90.31080346505918 38.58385853774512))"
182,"POLYGON ((-90.31080346505918 38.58506387494783, -90.31080346505918 38.58626921215053, -90.30959174774776 38.58626921215053, -90.30959174774776 38.58506387494783, -90.31080346505918 38.58506387494783))"
183,"POLYGON ((-90.31080346505918 38.58626921215053, -90.31080346505918 38.58747454935324, -90.30959174774776 38.58747454935324, -90.30959174774776 38.58626921215053, -90.31080346505918 38.58626921215053))"
184,"POLYGON ((-90.31080346505918 38.58747454935324, -90.31080346505918 38.58867988655594, -90.30959174774776 38.58867988655594, -90.30959174774776 38.58747454935324, -90.31080346505918 38.58747454935324))"
185,"POLYGON ((-90.31080346505918 38.58867988655594, -90.31080346505918 38.58988522375865, -90.30959174774776 38.58988522375865, -90.30959174774776 38.58867988655594, -90.31080346505918 38.58867988655594))"
186,"POLYGON ((-90.31080346505918 38.58988522375865, -90.31080346505918 38.59109056096136, -90.30959174774776 38.59109056096136, -90.30959174774776 38.58988522375865, -90.31080346505918 38.58988522375865))"
187,"POLYGON ((-90.31080346505918 38.59109056096136, -90.31080346505918 38.59229589816406, -90.30959174774776 38.59229589816406, -90.30959174774776 38.59109056096136, -90.31080346505918 38.59109056096136))"
188,"POLYGON ((-90.31080346505918 38.59229589816406, -90.31080346505918 38.59350123536677, -90.30959174774776 38.59350123536677, -90.30959174774776 38.59229589816406, -90.31080346505918 38.59229589816406))"
189,"POLYGON ((-90.31080346505918 38.59350123536677, -90.31080346505918 38.59470657256947, -90.30959174774776 38.59470657256947, -90.30959174774776 38.59350123536677, -90.31080346505918 38.59350123536677))"
190,"POLYGON ((-90.31080346505918 38.59470657256947, -90.31080346505918 38.59591190977218, -90.30959174774776 38.59591190977218, -90.30959174774776 38.59470657256947, -90.31080346505918 38.59470657256947))"
191,"POLYGON ((-90.31080346505918 38.59591190977218, -90.31080346505918 38.59711724697488, -90.30959174774776 38.59711724697488, -90.30959174774776 38.59591190977218, -90.31080346505918 38.59591190977218))"
192,"POLYGON ((-90.31080346505918 38.59711724697488, -90.31080346505918 38.59832258417759, -90.30959174774776 38.59832258417759, -90.30959174774776 38.59711724697488, -90.31080346505918 38.59711724697488))"
193,"POLYGON ((-90.31080346505918 38.59832258417759, -90.31080346505918 38.5995279213803, -90.30959174774776 38.5995279213803, -90.30959174774776 38.59832258417759, -90.31080346505918 38.59832258417759))"
194,"POLYGON ((-90.31080346505918 38.5995279213803, -90.31080346505918 38.60073325858301, -90.30959174774776 38.60073325858301, -90.30959174774776 38.5995279213803, -90.31080346505918 38.5995279213803))"
195,"POLYGON ((-90.31080346505918 38.60073325858301, -90.31080346505918 38.60193859578571, -90.30959174774776 38.60193859578571, -90.30959174774776 38.60073325858301, -90.31080346505918 38.60073325858301))"
196,"POLYGON ((-90.31080346505918 38.60193859578571, -90.31080346505918 38.60314393298842, -90.30959174774776 38.60314393298842, -90.30959174774776 38.60193859578571, -90.31080346505918 38.60193859578571))"
197,"POLYGON ((-90.31080346505918 38.60314393298842, -90.31080346505918 38.60434927019112, -90.30959174774776 38.60434927019112, -90.30959174774776 38.60314393298842, -90.31080346505918 38.60314393298842))"
198,"POLYGON ((-90.31080346505918 38.60434927019112, -90.31080346505918 38.60555460739383, -90.30959174774776 38.60555460739383, -90.30959174774776 38.60434927019112, -90.31080346505918 38.60434927019112))"
199,"POLYGON ((-90.31080346505918 38.60555460739383, -90.31080346505918 38.60675994459653, -90.30959174774776 38.60675994459653, -90.30959174774776 38.60555460739383, -90.31080346505918 38.60555460739383))"
200,"POLYGON ((-90.31080346505918 38.60675994459653, -90.31080346505918 38.60796528179924, -90.30959174774776 38.60796528179924, -90.30959174774776 38.60675994459653, -90.31080346505918 38.60675994459653))"
201,"POLYGON ((-90.31080346505918 38.60796528179924, -90.31080346505918 38.60917061900194, -90.30959174774776 38.60917061900194, -90.30959174774776 38.60796528179924, -90.31080346505918 38.60796528179924))"
202,"POLYGON ((-90.31080346505918 38.60917061900194, -90.31080346505918 38.61037595620465, -90.30959174774776 38.61037595620465, -90.30959174774776 38.60917061900194, -90.31080346505918 38.60917061900194))"
203,"POLYGON ((-90.31080346505918 38.61037595620465, -90.31080346505918 38.61158129340735, -90.30959174774776 38.61158129340735, -90.30959174774776 38.61037595620465, -90.31080346505918 38.61037595620465))"
204,"POLYGON ((-90.31080346505918 38.61158129340735, -90.31080346505918 38.61278663061006, -90.30959174774776 38.61278663061006, -90.30959174774776 38.61158129340735, -90.31080346505918 38.61158129340735))"
205,"POLYGON ((-90.31080346505918 38.61278663061006, -90.31080346505918 38.61399196781277, -90.30959174774776 38.61399196781277, -90.30959174774776 38.61278663061006, -90.31080346505918 38.61278663061006))"
206,"POLYGON ((-90.31080346505918 38.61399196781277, -90.31080346505918 38.61519730501547, -90.30959174774776 38.61519730501547, -90.30959174774776 38.61399196781277, -90.31080346505918 38.61399196781277))"
207,"POLYGON ((-90.31080346505918 38.61519730501547, -90.31080346505918 38.61640264221818, -90.30959174774776 38.61640264221818, -90.30959174774776 38.61519730501547, -90.31080346505918 38.61519730501547))"
208,"POLYGON ((-90.31080346505918 38.61640264221818, -90.31080346505918 38.61760797942089, -90.30959174774776 38.61760797942089, -90.30959174774776 38.61640264221818, -90.31080346505918 38.61640264221818))"
209,"POLYGON ((-90.31057486463678 38.61881331662359, -90.30959174774776 38.61881331662359, -90.30959174774776 38.61760797942089, -90.31080346505918 38.61760797942089, -90.31080346505918 38.61790318353993, -90.31071278160356 38.61810831609037, -90.31057486463678 38.61881331662359))"
210,"POLYGON ((-90.31033906843079 38.6200186538263, -90.30959174774776 38.6200186538263, -90.30959174774776 38.61881331662359, -90.31057486463678 38.61881331662359, -90.31033906843079 38.6200186538263))"
211,"POLYGON ((-90.31010327222482 38.62122399102901, -90.30959174774776 38.62122399102901, -90.30959174774776 38.6200186538263, -90.31033906843079 38.6200186538263, -90.31010327222482 38.62122399102901))"
212,"POLYGON ((-90.30986747601884 38.62242932823171, -90.30959174774776 38.62242932823171, -90.30959174774776 38.62122399102901, -90.31010327222482 38.62122399102901, -90.30986747601884 38.62242932823171))"
213,"POLYGON ((-90.30962973980895 38.62363466543442, -90.30959174774776 38.62363466543442, -90.30959174774776 38.62242932823171, -90.30986747601884 38.62242932823171, -90.30967203525283 38.62342837749639, -90.30962973980895 38.62363466543442))"
214,"POLYGON ((-90.30959174774776 38.62381996444648, -90.30959174774776 38.62363466543442, -90.30962973980895 38.62363466543442, -90.30959174774776 38.62381996444648))"
