boundaries,geometry
7932,"POLYGON ((-90.23040165336685 38.72729366486712, -90.22961840519442 38.72729366486712, -90.22961840519442 38.72608832766441, -90.23083012250584 38.72608832766441, -90.23083012250584 38.72713505552979, -90.23040165336685 38.72729366486712))"
7933,"POLYGON ((-90.22961840519442 38.72758360517388, -90.22961840519442 38.72729366486712, -90.23040165336685 38.72729366486712, -90.22961840519442 38.72758360517388))"
7934,"POLYGON ((-90.22961840519442 38.57391746392366, -90.22961840519442 38.57421584012347, -90.22847704008409 38.57421584012347, -90.2285474151482 38.57415487284291, -90.22961840519442 38.57391746392366))"
7935,"POLYGON ((-90.22847704008409 38.57421584012347, -90.22961840519442 38.57421584012347, -90.22961840519442 38.57542117732618, -90.22840668788301 38.57542117732618, -90.22840668788301 38.57427678759736, -90.22847704008409 38.57421584012347))"
7936,"POLYGON ((-90.22961840519442 38.57542117732618, -90.22961840519442 38.57662651452888, -90.22840668788301 38.57662651452888, -90.22840668788301 38.57542117732618, -90.22961840519442 38.57542117732618))"
7937,"POLYGON ((-90.22961840519442 38.57662651452888, -90.22961840519442 38.57783185173159, -90.22840668788301 38.57783185173159, -90.22840668788301 38.57662651452888, -90.22961840519442 38.57662651452888))"
7938,"POLYGON ((-90.22961840519442 38.57783185173159, -90.22961840519442 38.57903718893429, -90.22840668788301 38.57903718893429, -90.22840668788301 38.57783185173159, -90.22961840519442 38.57783185173159))"
7939,"POLYGON ((-90.22961840519442 38.57903718893429, -90.22961840519442 38.58024252613701, -90.22840668788301 38.58024252613701, -90.22840668788301 38.57903718893429, -90.22961840519442 38.57903718893429))"
7940,"POLYGON ((-90.22961840519442 38.58024252613701, -90.22961840519442 38.58144786333971, -90.22840668788301 38.58144786333971, -90.22840668788301 38.58024252613701, -90.22961840519442 38.58024252613701))"
7941,"POLYGON ((-90.22961840519442 38.58144786333971, -90.22961840519442 38.58265320054242, -90.22840668788301 38.58265320054242, -90.22840668788301 38.58144786333971, -90.22961840519442 38.58144786333971))"
7942,"POLYGON ((-90.22961840519442 38.58265320054242, -90.22961840519442 38.58385853774512, -90.22840668788301 38.58385853774512, -90.22840668788301 38.58265320054242, -90.22961840519442 38.58265320054242))"
7943,"POLYGON ((-90.22961840519442 38.58385853774512, -90.22961840519442 38.58506387494783, -90.22840668788301 38.58506387494783, -90.22840668788301 38.58385853774512, -90.22961840519442 38.58385853774512))"
7944,"POLYGON ((-90.22961840519442 38.58506387494783, -90.22961840519442 38.58626921215053, -90.22840668788301 38.58626921215053, -90.22840668788301 38.58506387494783, -90.22961840519442 38.58506387494783))"
7945,"POLYGON ((-90.22961840519442 38.58626921215053, -90.22961840519442 38.58747454935324, -90.22840668788301 38.58747454935324, -90.22840668788301 38.58626921215053, -90.22961840519442 38.58626921215053))"
7946,"POLYGON ((-90.22961840519442 38.58747454935324, -90.22961840519442 38.58867988655594, -90.22840668788301 38.58867988655594, -90.22840668788301 38.58747454935324, -90.22961840519442 38.58747454935324))"
7947,"POLYGON ((-90.22961840519442 38.58867988655594, -90.22961840519442 38.58988522375865, -90.22840668788301 38.58988522375865, -90.22840668788301 38.58867988655594, -90.22961840519442 38.58867988655594))"
7948,"POLYGON ((-90.22961840519442 38.58988522375865, -90.22961840519442 38.59109056096136, -90.22840668788301 38.59109056096136, -90.22840668788301 38.58988522375865, -90.22961840519442 38.58988522375865))"
7949,"POLYGON ((-90.22961840519442 38.59109056096136, -90.22961840519442 38.59229589816406, -90.22840668788301 38.59229589816406, -90.22840668788301 38.59109056096136, -90.22961840519442 38.59109056096136))"
7950,"POLYGON ((-90.22961840519442 38.59229589816406, -90.22961840519442 38.59350123536677, -90.22840668788301 38.59350123536677, -90.22840668788301 38.59229589816406, -90.22961840519442 38.59229589816406))"
7951,"POLYGON ((-90.22961840519442 38.59350123536677, -90.22961840519442 38.59470657256947, -90.22840668788301 38.59470657256947, -90.22840668788301 38.59350123536677, -90.22961840519442 38.59350123536677))"
7952,"POLYGON ((-90.22961840519442 38.59470657256947, -90.22961840519442 38.59591190977218, -90.22840668788301 38.59591190977218, -90.22840668788301 38.59470657256947, -90.22961840519442 38.59470657256947))"
7953,"POLYGON ((-90.22961840519442 38.59591190977218, -90.22961840519442 38.59711724697488, -90.22840668788301 38.59711724697488, -90.22840668788301 38.59591190977218, -90.22961840519442 38.59591190977218))"
7954,"POLYGON ((-90.22961840519442 38.59711724697488, -90.22961840519442 38.59832258417759, -90.22840668788301 38.59832258417759, -90.22840668788301 38.59711724697488, -90.22961840519442 38.59711724697488))"
7955,"POLYGON ((-90.22961840519442 38.59832258417759, -90.22961840519442 38.5995279213803, -90.22840668788301 38.5995279213803, -90.22840668788301 38.59832258417759, -90.22961840519442 38.59832258417759))"
7956,"POLYGON ((-90.22961840519442 38.5995279213803, -90.22961840519442 38.60073325858301, -90.22840668788301 38.60073325858301, -90.22840668788301 38.5995279213803, -90.22961840519442 38.5995279213803))"
7957,"POLYGON ((-90.22961840519442 38.60073325858301, -90.22961840519442 38.60193859578571, -90.22840668788301 38.60193859578571, -90.22840668788301 38.60073325858301, -90.22961840519442 38.60073325858301))"
7958,"POLYGON ((-90.22961840519442 38.60193859578571, -90.22961840519442 38.60314393298842, -90.22840668788301 38.60314393298842, -90.22840668788301 38.60193859578571, -90.22961840519442 38.60193859578571))"
7959,"POLYGON ((-90.22961840519442 38.60314393298842, -90.22961840519442 38.60434927019112, -90.22840668788301 38.60434927019112, -90.22840668788301 38.60314393298842, -90.22961840519442 38.60314393298842))"
7960,"POLYGON ((-90.22961840519442 38.60434927019112, -90.22961840519442 38.60555460739383, -90.22840668788301 38.60555460739383, -90.22840668788301 38.60434927019112, -90.22961840519442 38.60434927019112))"
7961,"POLYGON ((-90.22961840519442 38.60555460739383, -90.22961840519442 38.60675994459653, -90.22840668788301 38.60675994459653, -90.22840668788301 38.60555460739383, -90.22961840519442 38.60555460739383))"
7962,"POLYGON ((-90.22961840519442 38.60675994459653, -90.22961840519442 38.60796528179924, -90.22840668788301 38.60796528179924, -90.22840668788301 38.60675994459653, -90.22961840519442 38.60675994459653))"
7963,"POLYGON ((-90.22961840519442 38.60796528179924, -90.22961840519442 38.60917061900194, -90.22840668788301 38.60917061900194, -90.22840668788301 38.60796528179924, -90.22961840519442 38.60796528179924))"
7964,"POLYGON ((-90.22961840519442 38.60917061900194, -90.22961840519442 38.61037595620465, -90.22840668788301 38.61037595620465, -90.22840668788301 38.60917061900194, -90.22961840519442 38.60917061900194))"
7965,"POLYGON ((-90.22961840519442 38.61037595620465, -90.22961840519442 38.61158129340735, -90.22840668788301 38.61158129340735, -90.22840668788301 38.61037595620465, -90.22961840519442 38.61037595620465))"
7966,"POLYGON ((-90.22961840519442 38.61158129340735, -90.22961840519442 38.61278663061006, -90.22840668788301 38.61278663061006, -90.22840668788301 38.61158129340735, -90.22961840519442 38.61158129340735))"
7967,"POLYGON ((-90.22961840519442 38.61278663061006, -90.22961840519442 38.61399196781277, -90.22840668788301 38.61399196781277, -90.22840668788301 38.61278663061006, -90.22961840519442 38.61278663061006))"
7968,"POLYGON ((-90.22961840519442 38.61399196781277, -90.22961840519442 38.61519730501547, -90.22840668788301 38.61519730501547, -90.22840668788301 38.61399196781277, -90.22961840519442 38.61399196781277))"
7969,"POLYGON ((-90.22961840519442 38.61519730501547, -90.22961840519442 38.61640264221818, -90.22840668788301 38.61640264221818, -90.22840668788301 38.61519730501547, -90.22961840519442 38.61519730501547))"
7970,"POLYGON ((-90.22961840519442 38.61640264221818, -90.22961840519442 38.61760797942089, -90.22840668788301 38.61760797942089, -90.22840668788301 38.61640264221818, -90.22961840519442 38.61640264221818))"
7971,"POLYGON ((-90.22961840519442 38.61760797942089, -90.22961840519442 38.61881331662359, -90.22840668788301 38.61881331662359, -90.22840668788301 38.61760797942089, -90.22961840519442 38.61760797942089))"
7972,"POLYGON ((-90.22961840519442 38.61881331662359, -90.22961840519442 38.6200186538263, -90.22840668788301 38.6200186538263, -90.22840668788301 38.61881331662359, -90.22961840519442 38.61881331662359))"
7973,"POLYGON ((-90.22961840519442 38.6200186538263, -90.22961840519442 38.62122399102901, -90.22840668788301 38.62122399102901, -90.22840668788301 38.6200186538263, -90.22961840519442 38.6200186538263))"
7974,"POLYGON ((-90.22961840519442 38.62122399102901, -90.22961840519442 38.62242932823171, -90.22840668788301 38.62242932823171, -90.22840668788301 38.62122399102901, -90.22961840519442 38.62122399102901))"
7975,"POLYGON ((-90.22961840519442 38.62242932823171, -90.22961840519442 38.62363466543442, -90.22840668788301 38.62363466543442, -90.22840668788301 38.62242932823171, -90.22961840519442 38.62242932823171))"
7976,"POLYGON ((-90.22961840519442 38.62363466543442, -90.22961840519442 38.62484000263712, -90.22840668788301 38.62484000263712, -90.22840668788301 38.62363466543442, -90.22961840519442 38.62363466543442))"
7977,"POLYGON ((-90.22961840519442 38.62484000263712, -90.22961840519442 38.62604533983983, -90.22840668788301 38.62604533983983, -90.22840668788301 38.62484000263712, -90.22961840519442 38.62484000263712))"
7978,"POLYGON ((-90.22961840519442 38.62604533983983, -90.22961840519442 38.62725067704253, -90.22840668788301 38.62725067704253, -90.22840668788301 38.62604533983983, -90.22961840519442 38.62604533983983))"
7979,"POLYGON ((-90.22961840519442 38.62725067704253, -90.22961840519442 38.62845601424524, -90.22840668788301 38.62845601424524, -90.22840668788301 38.62725067704253, -90.22961840519442 38.62725067704253))"
7980,"POLYGON ((-90.22961840519442 38.62845601424524, -90.22961840519442 38.62966135144794, -90.22840668788301 38.62966135144794, -90.22840668788301 38.62845601424524, -90.22961840519442 38.62845601424524))"
7981,"POLYGON ((-90.22961840519442 38.62966135144794, -90.22961840519442 38.63086668865065, -90.22840668788301 38.63086668865065, -90.22840668788301 38.62966135144794, -90.22961840519442 38.62966135144794))"
7982,"POLYGON ((-90.22961840519442 38.63086668865065, -90.22961840519442 38.63207202585335, -90.22840668788301 38.63207202585335, -90.22840668788301 38.63086668865065, -90.22961840519442 38.63086668865065))"
7983,"POLYGON ((-90.22961840519442 38.63207202585335, -90.22961840519442 38.63327736305606, -90.22840668788301 38.63327736305606, -90.22840668788301 38.63207202585335, -90.22961840519442 38.63207202585335))"
7984,"POLYGON ((-90.22961840519442 38.63327736305606, -90.22961840519442 38.63448270025876, -90.22840668788301 38.63448270025876, -90.22840668788301 38.63327736305606, -90.22961840519442 38.63327736305606))"
7985,"POLYGON ((-90.22961840519442 38.63448270025876, -90.22961840519442 38.63568803746148, -90.22840668788301 38.63568803746148, -90.22840668788301 38.63448270025876, -90.22961840519442 38.63448270025876))"
7986,"POLYGON ((-90.22961840519442 38.63568803746148, -90.22961840519442 38.63689337466418, -90.22840668788301 38.63689337466418, -90.22840668788301 38.63568803746148, -90.22961840519442 38.63568803746148))"
7987,"POLYGON ((-90.22961840519442 38.63689337466418, -90.22961840519442 38.63809871186689, -90.22840668788301 38.63809871186689, -90.22840668788301 38.63689337466418, -90.22961840519442 38.63689337466418))"
7988,"POLYGON ((-90.22961840519442 38.63809871186689, -90.22961840519442 38.63930404906959, -90.22840668788301 38.63930404906959, -90.22840668788301 38.63809871186689, -90.22961840519442 38.63809871186689))"
7989,"POLYGON ((-90.22961840519442 38.63930404906959, -90.22961840519442 38.6405093862723, -90.22840668788301 38.6405093862723, -90.22840668788301 38.63930404906959, -90.22961840519442 38.63930404906959))"
7990,"POLYGON ((-90.22961840519442 38.6405093862723, -90.22961840519442 38.641714723475, -90.22840668788301 38.641714723475, -90.22840668788301 38.6405093862723, -90.22961840519442 38.6405093862723))"
7991,"POLYGON ((-90.22961840519442 38.641714723475, -90.22961840519442 38.64292006067771, -90.22840668788301 38.64292006067771, -90.22840668788301 38.641714723475, -90.22961840519442 38.641714723475))"
7992,"POLYGON ((-90.22961840519442 38.64292006067771, -90.22961840519442 38.64412539788042, -90.22840668788301 38.64412539788042, -90.22840668788301 38.64292006067771, -90.22961840519442 38.64292006067771))"
7993,"POLYGON ((-90.22961840519442 38.64412539788042, -90.22961840519442 38.64533073508312, -90.22840668788301 38.64533073508312, -90.22840668788301 38.64412539788042, -90.22961840519442 38.64412539788042))"
7994,"POLYGON ((-90.22961840519442 38.64533073508312, -90.22961840519442 38.64653607228583, -90.22840668788301 38.64653607228583, -90.22840668788301 38.64533073508312, -90.22961840519442 38.64533073508312))"
7995,"POLYGON ((-90.22961840519442 38.64653607228583, -90.22961840519442 38.64774140948853, -90.22840668788301 38.64774140948853, -90.22840668788301 38.64653607228583, -90.22961840519442 38.64653607228583))"
7996,"POLYGON ((-90.22961840519442 38.64774140948853, -90.22961840519442 38.64894674669124, -90.22840668788301 38.64894674669124, -90.22840668788301 38.64774140948853, -90.22961840519442 38.64774140948853))"
7997,"POLYGON ((-90.22961840519442 38.64894674669124, -90.22961840519442 38.65015208389394, -90.22840668788301 38.65015208389394, -90.22840668788301 38.64894674669124, -90.22961840519442 38.64894674669124))"
7998,"POLYGON ((-90.22961840519442 38.65015208389394, -90.22961840519442 38.65135742109665, -90.22840668788301 38.65135742109665, -90.22840668788301 38.65015208389394, -90.22961840519442 38.65015208389394))"
7999,"POLYGON ((-90.22961840519442 38.65135742109665, -90.22961840519442 38.65256275829935, -90.22840668788301 38.65256275829935, -90.22840668788301 38.65135742109665, -90.22961840519442 38.65135742109665))"
8000,"POLYGON ((-90.22961840519442 38.65256275829935, -90.22961840519442 38.65376809550206, -90.22840668788301 38.65376809550206, -90.22840668788301 38.65256275829935, -90.22961840519442 38.65256275829935))"
8001,"POLYGON ((-90.22961840519442 38.65376809550206, -90.22961840519442 38.65497343270477, -90.22840668788301 38.65497343270477, -90.22840668788301 38.65376809550206, -90.22961840519442 38.65376809550206))"
8002,"POLYGON ((-90.22961840519442 38.65497343270477, -90.22961840519442 38.65617876990748, -90.22840668788301 38.65617876990748, -90.22840668788301 38.65497343270477, -90.22961840519442 38.65497343270477))"
8003,"POLYGON ((-90.22961840519442 38.65617876990748, -90.22961840519442 38.65738410711018, -90.22840668788301 38.65738410711018, -90.22840668788301 38.65617876990748, -90.22961840519442 38.65617876990748))"
8004,"POLYGON ((-90.22961840519442 38.65738410711018, -90.22961840519442 38.65858944431289, -90.22840668788301 38.65858944431289, -90.22840668788301 38.65738410711018, -90.22961840519442 38.65738410711018))"
8005,"POLYGON ((-90.22961840519442 38.65858944431289, -90.22961840519442 38.65979478151559, -90.22840668788301 38.65979478151559, -90.22840668788301 38.65858944431289, -90.22961840519442 38.65858944431289))"
8006,"POLYGON ((-90.22961840519442 38.65979478151559, -90.22961840519442 38.6610001187183, -90.22840668788301 38.6610001187183, -90.22840668788301 38.65979478151559, -90.22961840519442 38.65979478151559))"
8007,"POLYGON ((-90.22961840519442 38.6610001187183, -90.22961840519442 38.662205455921, -90.22840668788301 38.662205455921, -90.22840668788301 38.6610001187183, -90.22961840519442 38.6610001187183))"
8008,"POLYGON ((-90.22961840519442 38.662205455921, -90.22961840519442 38.66341079312371, -90.22840668788301 38.66341079312371, -90.22840668788301 38.662205455921, -90.22961840519442 38.662205455921))"
8009,"POLYGON ((-90.22961840519442 38.66341079312371, -90.22961840519442 38.66461613032642, -90.22840668788301 38.66461613032642, -90.22840668788301 38.66341079312371, -90.22961840519442 38.66341079312371))"
8010,"POLYGON ((-90.22961840519442 38.66461613032642, -90.22961840519442 38.66582146752912, -90.22840668788301 38.66582146752912, -90.22840668788301 38.66461613032642, -90.22961840519442 38.66461613032642))"
8011,"POLYGON ((-90.22961840519442 38.66582146752912, -90.22961840519442 38.66702680473183, -90.22840668788301 38.66702680473183, -90.22840668788301 38.66582146752912, -90.22961840519442 38.66582146752912))"
8012,"POLYGON ((-90.22961840519442 38.66702680473183, -90.22961840519442 38.66823214193453, -90.22840668788301 38.66823214193453, -90.22840668788301 38.66702680473183, -90.22961840519442 38.66702680473183))"
8013,"POLYGON ((-90.22961840519442 38.66823214193453, -90.22961840519442 38.66943747913724, -90.22840668788301 38.66943747913724, -90.22840668788301 38.66823214193453, -90.22961840519442 38.66823214193453))"
8014,"POLYGON ((-90.22961840519442 38.66943747913724, -90.22961840519442 38.67064281633994, -90.22840668788301 38.67064281633994, -90.22840668788301 38.66943747913724, -90.22961840519442 38.66943747913724))"
8015,"POLYGON ((-90.22961840519442 38.67064281633994, -90.22961840519442 38.67184815354265, -90.22840668788301 38.67184815354265, -90.22840668788301 38.67064281633994, -90.22961840519442 38.67064281633994))"
8016,"POLYGON ((-90.22961840519442 38.67184815354265, -90.22961840519442 38.67305349074536, -90.22840668788301 38.67305349074536, -90.22840668788301 38.67184815354265, -90.22961840519442 38.67184815354265))"
8017,"POLYGON ((-90.22961840519442 38.67305349074536, -90.22961840519442 38.67425882794807, -90.22840668788301 38.67425882794807, -90.22840668788301 38.67305349074536, -90.22961840519442 38.67305349074536))"
8018,"POLYGON ((-90.22961840519442 38.67425882794807, -90.22961840519442 38.67546416515077, -90.22840668788301 38.67546416515077, -90.22840668788301 38.67425882794807, -90.22961840519442 38.67425882794807))"
8019,"POLYGON ((-90.22961840519442 38.67546416515077, -90.22961840519442 38.67666950235348, -90.22840668788301 38.67666950235348, -90.22840668788301 38.67546416515077, -90.22961840519442 38.67546416515077))"
8020,"POLYGON ((-90.22961840519442 38.67666950235348, -90.22961840519442 38.67787483955618, -90.22840668788301 38.67787483955618, -90.22840668788301 38.67666950235348, -90.22961840519442 38.67666950235348))"
8021,"POLYGON ((-90.22961840519442 38.67787483955618, -90.22961840519442 38.67908017675889, -90.22840668788301 38.67908017675889, -90.22840668788301 38.67787483955618, -90.22961840519442 38.67787483955618))"
8022,"POLYGON ((-90.22961840519442 38.67908017675889, -90.22961840519442 38.68028551396159, -90.22840668788301 38.68028551396159, -90.22840668788301 38.67908017675889, -90.22961840519442 38.67908017675889))"
8023,"POLYGON ((-90.22961840519442 38.68028551396159, -90.22961840519442 38.6814908511643, -90.22840668788301 38.6814908511643, -90.22840668788301 38.68028551396159, -90.22961840519442 38.68028551396159))"
8024,"POLYGON ((-90.22961840519442 38.6814908511643, -90.22961840519442 38.682696188367, -90.22840668788301 38.682696188367, -90.22840668788301 38.6814908511643, -90.22961840519442 38.6814908511643))"
8025,"POLYGON ((-90.22961840519442 38.682696188367, -90.22961840519442 38.68390152556971, -90.22840668788301 38.68390152556971, -90.22840668788301 38.682696188367, -90.22961840519442 38.682696188367))"
8026,"POLYGON ((-90.22961840519442 38.68390152556971, -90.22961840519442 38.68510686277241, -90.22840668788301 38.68510686277241, -90.22840668788301 38.68390152556971, -90.22961840519442 38.68390152556971))"
8027,"POLYGON ((-90.22961840519442 38.68510686277241, -90.22961840519442 38.68631219997512, -90.22840668788301 38.68631219997512, -90.22840668788301 38.68510686277241, -90.22961840519442 38.68510686277241))"
8028,"POLYGON ((-90.22961840519442 38.68631219997512, -90.22961840519442 38.68751753717783, -90.22840668788301 38.68751753717783, -90.22840668788301 38.68631219997512, -90.22961840519442 38.68631219997512))"
8029,"POLYGON ((-90.22961840519442 38.68751753717783, -90.22961840519442 38.68872287438053, -90.22840668788301 38.68872287438053, -90.22840668788301 38.68751753717783, -90.22961840519442 38.68751753717783))"
8030,"POLYGON ((-90.22961840519442 38.68872287438053, -90.22961840519442 38.68992821158324, -90.22840668788301 38.68992821158324, -90.22840668788301 38.68872287438053, -90.22961840519442 38.68872287438053))"
8031,"POLYGON ((-90.22961840519442 38.68992821158324, -90.22961840519442 38.69113354878595, -90.22840668788301 38.69113354878595, -90.22840668788301 38.68992821158324, -90.22961840519442 38.68992821158324))"
8032,"POLYGON ((-90.22961840519442 38.69113354878595, -90.22961840519442 38.69233888598865, -90.22840668788301 38.69233888598865, -90.22840668788301 38.69113354878595, -90.22961840519442 38.69113354878595))"
8033,"POLYGON ((-90.22961840519442 38.69233888598865, -90.22961840519442 38.69354422319136, -90.22840668788301 38.69354422319136, -90.22840668788301 38.69233888598865, -90.22961840519442 38.69233888598865))"
8034,"POLYGON ((-90.22961840519442 38.69354422319136, -90.22961840519442 38.69474956039407, -90.22840668788301 38.69474956039407, -90.22840668788301 38.69354422319136, -90.22961840519442 38.69354422319136))"
8035,"POLYGON ((-90.22961840519442 38.69474956039407, -90.22961840519442 38.69595489759677, -90.22840668788301 38.69595489759677, -90.22840668788301 38.69474956039407, -90.22961840519442 38.69474956039407))"
8036,"POLYGON ((-90.22961840519442 38.69595489759677, -90.22961840519442 38.69716023479948, -90.22840668788301 38.69716023479948, -90.22840668788301 38.69595489759677, -90.22961840519442 38.69595489759677))"
8037,"POLYGON ((-90.22961840519442 38.69716023479948, -90.22961840519442 38.69836557200218, -90.22840668788301 38.69836557200218, -90.22840668788301 38.69716023479948, -90.22961840519442 38.69716023479948))"
8038,"POLYGON ((-90.22961840519442 38.69836557200218, -90.22961840519442 38.69957090920489, -90.22840668788301 38.69957090920489, -90.22840668788301 38.69836557200218, -90.22961840519442 38.69836557200218))"
8039,"POLYGON ((-90.22961840519442 38.69957090920489, -90.22961840519442 38.70077624640759, -90.22840668788301 38.70077624640759, -90.22840668788301 38.69957090920489, -90.22961840519442 38.69957090920489))"
8040,"POLYGON ((-90.22961840519442 38.70077624640759, -90.22961840519442 38.7019815836103, -90.22840668788301 38.7019815836103, -90.22840668788301 38.70077624640759, -90.22961840519442 38.70077624640759))"
8041,"POLYGON ((-90.22961840519442 38.7019815836103, -90.22961840519442 38.703186920813, -90.22840668788301 38.703186920813, -90.22840668788301 38.7019815836103, -90.22961840519442 38.7019815836103))"
8042,"POLYGON ((-90.22961840519442 38.703186920813, -90.22961840519442 38.70439225801571, -90.22840668788301 38.70439225801571, -90.22840668788301 38.703186920813, -90.22961840519442 38.703186920813))"
8043,"POLYGON ((-90.22961840519442 38.70439225801571, -90.22961840519442 38.70559759521841, -90.22840668788301 38.70559759521841, -90.22840668788301 38.70439225801571, -90.22961840519442 38.70439225801571))"
8044,"POLYGON ((-90.22961840519442 38.70559759521841, -90.22961840519442 38.70680293242112, -90.22840668788301 38.70680293242112, -90.22840668788301 38.70559759521841, -90.22961840519442 38.70559759521841))"
8045,"POLYGON ((-90.22961840519442 38.70680293242112, -90.22961840519442 38.70800826962383, -90.22840668788301 38.70800826962383, -90.22840668788301 38.70680293242112, -90.22961840519442 38.70680293242112))"
8046,"POLYGON ((-90.22961840519442 38.70800826962383, -90.22961840519442 38.70921360682653, -90.22840668788301 38.70921360682653, -90.22840668788301 38.70800826962383, -90.22961840519442 38.70800826962383))"
8047,"POLYGON ((-90.22961840519442 38.70921360682653, -90.22961840519442 38.71041894402924, -90.22840668788301 38.71041894402924, -90.22840668788301 38.70921360682653, -90.22961840519442 38.70921360682653))"
8048,"POLYGON ((-90.22961840519442 38.71041894402924, -90.22961840519442 38.71162428123195, -90.22840668788301 38.71162428123195, -90.22840668788301 38.71041894402924, -90.22961840519442 38.71041894402924))"
8049,"POLYGON ((-90.22961840519442 38.71162428123195, -90.22961840519442 38.71282961843465, -90.22840668788301 38.71282961843465, -90.22840668788301 38.71162428123195, -90.22961840519442 38.71162428123195))"
8050,"POLYGON ((-90.22961840519442 38.71282961843465, -90.22961840519442 38.71403495563736, -90.22840668788301 38.71403495563736, -90.22840668788301 38.71282961843465, -90.22961840519442 38.71282961843465))"
8051,"POLYGON ((-90.22961840519442 38.71403495563736, -90.22961840519442 38.71524029284006, -90.22840668788301 38.71524029284006, -90.22840668788301 38.71403495563736, -90.22961840519442 38.71403495563736))"
8052,"POLYGON ((-90.22961840519442 38.71524029284006, -90.22961840519442 38.71644563004277, -90.22840668788301 38.71644563004277, -90.22840668788301 38.71524029284006, -90.22961840519442 38.71524029284006))"
8053,"POLYGON ((-90.22961840519442 38.71644563004277, -90.22961840519442 38.71765096724548, -90.22840668788301 38.71765096724548, -90.22840668788301 38.71644563004277, -90.22961840519442 38.71644563004277))"
8054,"POLYGON ((-90.22961840519442 38.71765096724548, -90.22961840519442 38.71885630444818, -90.22840668788301 38.71885630444818, -90.22840668788301 38.71765096724548, -90.22961840519442 38.71765096724548))"
8055,"POLYGON ((-90.22961840519442 38.71885630444818, -90.22961840519442 38.72006164165089, -90.22840668788301 38.72006164165089, -90.22840668788301 38.71885630444818, -90.22961840519442 38.71885630444818))"
8056,"POLYGON ((-90.22961840519442 38.72006164165089, -90.22961840519442 38.72126697885359, -90.22840668788301 38.72126697885359, -90.22840668788301 38.72006164165089, -90.22961840519442 38.72006164165089))"
8057,"POLYGON ((-90.22961840519442 38.72126697885359, -90.22961840519442 38.7224723160563, -90.22840668788301 38.7224723160563, -90.22840668788301 38.72126697885359, -90.22961840519442 38.72126697885359))"
8058,"POLYGON ((-90.22961840519442 38.7224723160563, -90.22961840519442 38.723677653259, -90.22840668788301 38.723677653259, -90.22840668788301 38.7224723160563, -90.22961840519442 38.7224723160563))"
8059,"POLYGON ((-90.22961840519442 38.723677653259, -90.22961840519442 38.72488299046171, -90.22840668788301 38.72488299046171, -90.22840668788301 38.723677653259, -90.22961840519442 38.723677653259))"
8060,"POLYGON ((-90.22961840519442 38.72488299046171, -90.22961840519442 38.72608832766441, -90.22840668788301 38.72608832766441, -90.22840668788301 38.72488299046171, -90.22961840519442 38.72488299046171))"
8061,"POLYGON ((-90.22961840519442 38.72608832766441, -90.22961840519442 38.72729366486712, -90.22840668788301 38.72729366486712, -90.22840668788301 38.72608832766441, -90.22961840519442 38.72608832766441))"
8062,"POLYGON ((-90.22840668788301 38.72803215481797, -90.22840668788301 38.72729366486712, -90.22961840519442 38.72729366486712, -90.22961840519442 38.72758360517388, -90.22840668788301 38.72803215481797))"
8063,"POLYGON ((-90.22840668788301 38.57427678759736, -90.22840668788301 38.57542117732618, -90.22719497057159 38.57542117732618, -90.22719497057159 38.57532652176418, -90.22840668788301 38.57427678759736))"
8064,"POLYGON ((-90.22840668788301 38.57542117732618, -90.22840668788301 38.57662651452888, -90.22719497057159 38.57662651452888, -90.22719497057159 38.57542117732618, -90.22840668788301 38.57542117732618))"
8065,"POLYGON ((-90.22840668788301 38.57662651452888, -90.22840668788301 38.57783185173159, -90.22719497057159 38.57783185173159, -90.22719497057159 38.57662651452888, -90.22840668788301 38.57662651452888))"
8066,"POLYGON ((-90.22840668788301 38.57783185173159, -90.22840668788301 38.57903718893429, -90.22719497057159 38.57903718893429, -90.22719497057159 38.57783185173159, -90.22840668788301 38.57783185173159))"
8067,"POLYGON ((-90.22840668788301 38.57903718893429, -90.22840668788301 38.58024252613701, -90.22719497057159 38.58024252613701, -90.22719497057159 38.57903718893429, -90.22840668788301 38.57903718893429))"
8068,"POLYGON ((-90.22840668788301 38.58024252613701, -90.22840668788301 38.58144786333971, -90.22719497057159 38.58144786333971, -90.22719497057159 38.58024252613701, -90.22840668788301 38.58024252613701))"
8069,"POLYGON ((-90.22840668788301 38.58144786333971, -90.22840668788301 38.58265320054242, -90.22719497057159 38.58265320054242, -90.22719497057159 38.58144786333971, -90.22840668788301 38.58144786333971))"
8070,"POLYGON ((-90.22840668788301 38.58265320054242, -90.22840668788301 38.58385853774512, -90.22719497057159 38.58385853774512, -90.22719497057159 38.58265320054242, -90.22840668788301 38.58265320054242))"
8071,"POLYGON ((-90.22840668788301 38.58385853774512, -90.22840668788301 38.58506387494783, -90.22719497057159 38.58506387494783, -90.22719497057159 38.58385853774512, -90.22840668788301 38.58385853774512))"
8072,"POLYGON ((-90.22840668788301 38.58506387494783, -90.22840668788301 38.58626921215053, -90.22719497057159 38.58626921215053, -90.22719497057159 38.58506387494783, -90.22840668788301 38.58506387494783))"
8073,"POLYGON ((-90.22840668788301 38.58626921215053, -90.22840668788301 38.58747454935324, -90.22719497057159 38.58747454935324, -90.22719497057159 38.58626921215053, -90.22840668788301 38.58626921215053))"
